230,,
1,2,1
1,11,1
2,1,1
2,3,1
3,2,1
3,4,1
4,3,1
4,12,1
4,5,1
5,4,1
5,6,1
6,5,1
6,7,1
7,6,1
7,13,1
8,17,1
8,9,1
9,8,1
9,10,1
10,9,1
10,11,1
11,10,1
11,18,1
11,1,1
12,21,1
12,4,1
13,24,1
13,14,1
13,7,1
14,13,1
14,15,1
15,14,1
15,16,1
16,15,1
16,25,1
17,8,1
17,26,1
18,11,1
18,29,1
18,19,1
19,18,1
19,20,1
20,19,1
20,30,1
20,21,1
21,20,1
21,12,1
21,22,1
22,21,1
22,31,1
22,23,1
23,22,1
23,24,1
24,13,1
24,23,1
24,32,1
25,16,1
25,35,1
26,17,1
26,36,1
26,27,1
27,26,1
27,28,1
28,27,1
28,37,1
28,29,1
29,28,1
29,18,1
30,20,1
30,38,1
31,22,1
31,40,1
32,24,1
32,33,1
33,32,1
33,41,1
33,34,1
34,33,1
34,35,1
35,25,1
35,34,1
35,42,1
36,26,1
36,43,1
37,28,1
37,45,1
38,30,1
38,39,1
39,38,1
39,40,1
40,39,1
40,31,1
41,33,1
41,46,1
42,35,1
42,48,1
43,36,1
43,44,1
44,43,1
44,49,1
44,45,1
45,44,1
45,37,1
46,41,1
46,47,1
47,46,1
47,50,1
47,48,1
48,47,1
48,42,1
49,44,1
49,51,1
50,47,1
50,52,1
51,49,1
51,53,1
52,50,1
52,60,1
53,51,1
53,61,1
53,54,1
54,53,1
54,55,1
55,54,1
55,56,1
56,55,1
56,62,1
57,66,1
57,58,1
58,57,1
58,59,1
59,58,1
59,60,1
60,52,1
60,59,1
60,67,1
61,53,1
61,69,1
62,56,1
62,63,1
63,62,1
63,64,1
64,63,1
64,71,1
64,65,1
65,64,1
65,66,1
66,65,1
66,57,1
67,60,1
67,73,1
68,75,1
68,69,1
69,61,1
69,68,1
69,70,1
70,69,1
70,76,1
71,64,1
71,80,1
72,84,1
72,73,1
73,67,1
73,72,1
73,74,1
74,73,1
74,85,1
75,68,1
75,86,1
76,70,1
76,77,1
77,76,1
77,87,1
77,78,1
78,77,1
78,79,1
79,78,1
79,80,1
80,71,1
80,79,1
80,88,1
80,81,1
81,80,1
81,82,1
82,81,1
82,83,1
83,82,1
83,89,1
83,84,1
84,72,1
84,83,1
85,74,1
85,90,1
86,75,1
86,91,1
87,77,1
87,94,1
88,80,1
88,97,1
89,83,1
89,100,1
90,85,1
90,103,1
91,86,1
91,92,1
92,91,1
92,93,1
93,92,1
93,94,1
94,87,1
94,93,1
94,95,1
95,94,1
95,96,1
96,95,1
96,97,1
97,88,1
97,96,1
97,98,1
98,97,1
98,99,1
99,98,1
99,100,1
100,89,1
100,99,1
100,101,1
101,100,1
101,102,1
102,101,1
102,103,1
103,102,1
103,90,1
